complaint,department
"In santosh nagar, yellow blinker light not working at accident prone cross road. Kindly resolve.",Traffic
"Missing height barrier at low railway bridge underpass between Vikas Enclave and Old Post Office Junction, tall container trucks regularly getting wedged under bridge.",Traffic
Divider is broken cars taking dangerous u-turn causing accidents from last 3 days right in front of Civil Court. High danger.,Traffic
Unauthorized gap cut into road median divider by local shopkeepers at Old Post Office Junction.,Traffic
Divider is broken cars taking dangerous u-turn causing accidents at Ward 122 from last 3 days.,Traffic
plz help illegl parkng blockng entir stret buses stck on Market Road,Traffic
Vehicles parked illegally on both sides of road blocking bus movement every evening at the entry of Ramakrishna Puram. High danger.,Traffic
"In Teachers Colony Ward 108, road sign is hidden behind tree branches motorists missing the turn since two weeks. Very difficult situation.",Traffic
Speed breaker warning sign missing drivers jumping speed breaker at high speed from last 3 days opposite clock tower. High danger.,Traffic
"Vehicles parked illegally on both sides of road blocking bus movement at Ward 157, please take action immediately.",Traffic
"Sir, autos and taxis blocking the entire left turn free lane near Pragati Colony main gate. Nobody is responding.",Traffic
"Near mosque corner, no zebra crossing for pedestrians impossible to cross this wide road. Kindly resolve.",Traffic
urgent signl timr is stck on red plese repare fast Ramakrishna Puram near SBI ATM,Traffic
Signal timer is too short only 10 seconds green for huge traffic on Temple Street after last rain.,Traffic
No zebra crossing for pedestrians impossible to cross this wide road at the entry of Pragati Colony for past one week.,Traffic
urgent trafic signl not workin huge jam at chawk Gandhi Gram near rotary circle,Traffic
"In Shastri Nagar Ward 62, signal timer is too short only 10 seconds green for huge traffic since past 10 days. Very difficult situation.",Traffic
Traffic signal is not working big traffic jam at junction between Netaji Nagar and Clock Tower Square since yesterday.,Traffic
"Damaged flexible traffic bollards uprooted and lying scattered across junction at Bypass Intersection, vehicles driving over median kerb.",Traffic
"In Gandhi Gram Ward 58, yellow blinker light not working at accident prone cross road since past 10 days. Very difficult situation.",Traffic
"Traffic police needed at circle during school hours heavy jam along Ring Road, please take action immediately.",Traffic
Missing convex mirror on blind hairpin turn causing near head-on collisions,Traffic
Autos and taxis blocking the entire left turn free lane from last 3 days at Ward 198. High danger.,Traffic
"Behind ration shop, divider is broken cars taking dangerous u-turn causing accidents. Kindly resolve.",Traffic
Yellow blinker light not working at accident prone cross road since past 10 days at the entry of Indira Gandhi Colony. High danger.,Traffic
Autos and taxis blocking the entire left turn free lane since morning behind Fire Brigade Station. High danger.,Traffic
"Commercial delivery vans double parking along narrow market street on Ring Road, Ward 123.",Traffic
"Sir, vehicles parked illegally on both sides of road blocking bus movement on Inner Circular Road, Ward 92. Nobody is responding.",Traffic
"Please help, unauthorized gap cut into road median divider by local shopkeepers on Temple Street, Ward 28, motorcycles cutting across oncoming 60 km/h traffic. Please send team as soon as possible.",Traffic
"Sir, road sign is hidden behind tree branches motorists missing the turn at Indira Circle. Nobody is responding.",Traffic
"Along market road, yellow blinker light not working at accident prone cross road. Kindly resolve.",Traffic
Disaster waiting to happen: illegal auto-rickshaw and taxi parking encroaching two lanes of major junction on Cross Road 4! It is choking peak-hour traffic flow to a crawl. Immediate action requested.,Traffic
plz help dividr cut made illeagli bikes crosing dngrously on Ring Road,Traffic
Vehicles parked illegally on both sides of road blocking bus movement in Telecom Colony since yesterday.,Traffic
"Unauthorized gap cut into road median divider by local shopkeepers opposite metro pillar 142, motorcycles cutting across oncoming 60 km/h traffic.",Traffic
Mandatory stop and directional road signs twisted and hidden by tree branches in Balaji Layout.,Traffic
"In Balaji Layout Ward 51, no zebra crossing for pedestrians impossible to cross this wide road after last rain. Very difficult situation.",Traffic
"Traffic police needed at circle during school hours heavy jam right in front of Govt Primary School, please take action immediately.",Traffic
"Respected sir, haphazard commercial loading and unloading blocking arterial road during morning peak on Station Road, ambulances and school buses trapped in jam. Please send team as soon as possible.",Traffic
"Due to pedestrian zebra crossing paint completely faded and invisible near Ashok Vihar Phase 2 main gate, it is pedestrians and senior citizens unable to cross safely without risk.",Traffic
signl timr is stck on red plese repare fast in Kuvempu Nagar ward 115,Traffic
"In Ashok Vihar Phase 2 Ward 142, divider is broken cars taking dangerous u-turn causing accidents since past 10 days. Very difficult situation.",Traffic
Traffic blinker beacon at blind intersection not operating close to bus stop.,Traffic
"Traffic blinker beacon at blind intersection not operating opposite electricity sub-station, frequent T-bone vehicle collisions occurring at night.",Traffic
Divider is broken cars taking dangerous u-turn causing accidents right in front of District Veterinary Hospital since past 10 days.,Traffic
Traffic diversion sign boards left on roadway weeks after road work ended close to crematorium ground.,Traffic
Extremely hazardous condition: traffic signal lens covers broken with red and green lights showing together along 6th Cross Avenue! It is extreme confusion at major intersection. Immediate action requested.,Traffic
"Sir, signal timer is too short only 10 seconds green for huge traffic along Station Road. Nobody is responding.",Traffic
Traffic police needed at circle during school hours heavy jam since two weeks at the entry of Gandhi Gram. High danger.,Traffic
"Sir, signal timer is too short only 10 seconds green for huge traffic behind District Veterinary Hospital. Nobody is responding.",Traffic
"Between ramakrishna puram and nehru roundabout, vehicles parked illegally on both sides of road blocking bus movement. Kindly resolve.",Traffic
"Sir, autos and taxis blocking the entire left turn free lane on Station Road. Nobody is responding.",Traffic
Traffic cctv surveillance camera dangling by wire from signal pole along 6th Cross Avenue.,Traffic
"Kindly fix this problem, damaged flexible traffic bollards uprooted and lying scattered across junction close to church square, vehicles driving over median kerb. Please send team as soon as possible.",Traffic
Signal timer is too short only 10 seconds green for huge traffic since past 10 days along NH Bypass Service Road. High danger.,Traffic
"Traffic police needed at circle during school hours heavy jam close to APMC market yard, please take action immediately.",Traffic
